2012-12-31,13104.14
2011-12-31,12217.56
2010-12-31,11577.51
2009-12-31,10428.05
2008-12-31,8776.39
2007-12-31,13264.82
2006-12-31,12463.15
2005-12-31,10717.5
2004-12-31,10783.01
2003-12-31,10453.92
2002-12-31,8341.63
2001-12-31,10021.5
2000-12-31,10786.85
1999-12-31,11497.12
1998-12-31,9181.43
1997-12-31,7908.24
1996-12-31,6448.26
1995-12-31,5117.12
1994-12-31,3834.44
1993-12-31,3754.09
1992-12-31,3301.11
1991-12-31,3168.83
1990-12-31,2633.66
1989-12-31,2753.2
1988-12-31,2168.57
1987-12-31,1938.83
1986-12-31,1895.95
1985-12-31,1546.67
1984-12-31,1211.57
1983-12-31,1258.64
1982-12-31,1046.54
1981-12-31,875.0
1980-12-31,963.99
1979-12-31,838.74
1978-12-31,805.01
1977-12-31,831.17
1976-12-31,1004.65
1975-12-31,852.41
1974-12-31,616.24
1973-12-31,850.86
1972-12-31,1020.02
1971-12-31,890.2
1970-12-31,838.92
1969-12-31,800.36
1968-12-31,943.75
1967-12-31,905.11
1966-12-31,785.69
1965-12-31,969.26
1964-12-31,874.13
1963-12-31,762.95
1962-12-31,652.1
1961-12-31,731.14
1960-12-31,615.89
1959-12-31,679.36
1958-12-31,583.65
1957-12-31,435.69
1956-12-31,499.47
1955-12-31,488.4
1954-12-31,404.39
1953-12-31,280.9
1952-12-31,291.9
1951-12-31,269.23
1950-12-31,235.42
1949-12-31,200.52
1948-12-31,177.3
1947-12-31,181.16
1946-12-31,177.2
1945-12-31,192.91
1944-12-31,151.93
1943-12-31,135.89
1942-12-31,119.4
1941-12-31,110.96
1940-12-31,131.13
1939-12-31,149.99
1938-12-31,154.36
1937-12-31,120.85
1936-12-31,179.9
1935-12-31,144.13
1934-12-31,104.04
1933-12-31,98.67
1932-12-31,60.26
1931-12-31,77.9
1930-12-31,164.58
1929-12-31,248.48
1928-12-31,300.0
1927-12-31,200.7
1926-12-31,157.2
1925-12-31,156.66
1924-12-31,120.51
1923-12-31,95.52
1922-12-31,98.17
1921-12-31,80.8
1920-12-31,71.95
1919-12-31,107.23
1918-12-31,82.2
1917-12-31,74.38
1916-12-31,95.0
1915-12-31,99.15
1914-12-31,54.58
1913-12-31,78.78
1912-12-31,87.87
1911-12-31,81.58
1910-12-31,81.41
1909-12-31,99.05
1908-12-31,86.15
1907-12-31,58.75
1906-12-31,94.35
1905-12-31,96.56
1904-12-31,70.05
1903-12-31,49.11
1902-12-31,64.29
1901-12-31,64.56
1900-12-31,70.71
1899-12-31,65.73
1898-12-31,60.52
1897-12-31,49.41
1896-12-31,40.45
